Spieltag,SpielID,Mannschaft,Name,Nummer,Tore,7m,7m Tore,Gelb,2min,Disqualification,Position,Home_Away
Spieltag 4,30128,HCD Gröbenzell,Sina Fischer,3,2,0,0,0,0,0,Rückraum Links,home
Spieltag 4,30128,HCD Gröbenzell,Belen Gettwart,4,1,0,0,0,0,0,Kreisläufer,home
Spieltag 4,30128,HCD Gröbenzell,Kirsten Walter,5,0,0,0,0,1,0,Rückraum rechts,home
Spieltag 4,30128,HCD Gröbenzell,Katrin Friedrich,7,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 4,30128,HCD Gröbenzell,Lena Klingler,11,4,0,0,0,0,0,Specialist,home
Spieltag 4,30128,HCD Gröbenzell,Theresa Bauer,12,0,0,0,0,0,0,Torwart,home
Spieltag 4,30128,HCD Gröbenzell,Christine Königsmann,14,4,1,0,0,1,0,Rückraum rechts,home
Spieltag 4,30128,HCD Gröbenzell,Johanna Leubner,15,0,0,0,0,0,0,Linksaußen,home
Spieltag 4,30128,HCD Gröbenzell,Ramona Nittel,17,3,0,0,0,0,0,Rechtsaußen,home
Spieltag 4,30128,HCD Gröbenzell,Svenja Jänicke,20,0,0,0,0,1,0,Rückraum Links,home
Spieltag 4,30128,HCD Gröbenzell,Verena Obermeier,19,0,0,0,0,0,0,Kreisläufer,home
Spieltag 4,30128,HCD Gröbenzell,Lisa Salvermoser,22,1,0,0,0,0,0,Linksaußen,home
Spieltag 4,30128,HCD Gröbenzell,Jana Epple,34,1,0,0,1,1,0,Rückraum Links,home
Spieltag 4,30128,HCD Gröbenzell,Lydia Sölva,89,0,0,0,0,0,0,Torwart,home
Spieltag 4,30128,HCD Gröbenzell,Chiara Rito,9,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 4,30128,ASV Dachau,Laura Cuperus,16,0,0,0,0,0,0,Torwart,away
Spieltag 4,30128,ASV Dachau,Sarah Gramenz,19,1,0,0,1,0,0,Rückraum rechts,away
Spieltag 4,30128,ASV Dachau,Annika Hangleiter,1,0,0,0,0,0,0,Torwart,away
Spieltag 4,30128,ASV Dachau,Charleen Hansen,10,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 4,30128,ASV Dachau,Cornelia Karg,17,4,0,0,1,0,0,Rückraum Mitte,away
Spieltag 4,30128,ASV Dachau,Isabel Kattner,12,1,0,0,0,2,0,Kreisläufer,away
Spieltag 4,30128,ASV Dachau,Verena Kölzer,11,4,1,0,0,0,0,Rückraum rechts,away
Spieltag 4,30128,ASV Dachau,Thedora-Bianca Necula,9,0,0,0,0,0,0,Linksaußen,away
Spieltag 4,30128,ASV Dachau,Anna Rauh,21,1,0,0,0,0,0,Rechtsaußen,away
Spieltag 4,30128,ASV Dachau,Sarah Rocher,13,1,0,0,0,0,0,Kreisläufer,away
Spieltag 4,30128,ASV Dachau,Celina Schwaiger,8,1,0,0,0,0,0,Rückraum Links,away
Spieltag 4,30128,ASV Dachau,Simone Unger,6,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 4,30128,ASV Dachau,Alina Watzlowik,24,0,0,0,0,0,0,Rückraum Links,away
Spieltag 4,30128,ASV Dachau,Sarah Werthmüller,22,6,0,0,0,0,0,Rechtsaußen,away
Spieltag 5,30131,HCD Gröbenzell,Beatice Mazzucco,2,7,0,0,0,0,0,Linksaußen,home
Spieltag 5,30131,HCD Gröbenzell,Sina Fischer,3,1,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30131,HCD Gröbenzell,Belen Gettwart,4,3,0,0,1,0,0,Kreisläufer,home
Spieltag 5,30131,HCD Gröbenzell,Kirsten Walter,5,0,0,0,0,1,0,Rückraum rechts,home
Spieltag 5,30131,HCD Gröbenzell,Katrin Friedrich,7,1,0,0,1,0,0,Rückraum Mitte,home
Spieltag 5,30131,HCD Gröbenzell,Lena Klingler,11,12,5,0,0,0,0,Specialist,home
Spieltag 5,30131,HCD Gröbenzell,Theresa Bauer,12,0,0,0,0,0,0,Torwart,home
Spieltag 5,30131,HCD Gröbenzell,Christine Königsmann,14,7,0,0,0,0,0,Rückraum rechts,home
Spieltag 5,30131,HCD Gröbenzell,Johanna Leubner,15,0,0,0,0,0,0,Linksaußen,home
Spieltag 5,30131,HCD Gröbenzell,Ramona Nittel,17,2,0,0,1,0,0,Rechtsaußen,home
Spieltag 5,30131,HCD Gröbenzell,Verena Obermeier,19,0,0,0,0,0,0,Kreisläufer,home
Spieltag 5,30131,HCD Gröbenzell,Lisa Salvermoser,22,0,0,0,0,0,0,Linksaußen,home
Spieltag 5,30131,HCD Gröbenzell,Jana Epple,34,0,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30131,HCD Gröbenzell,Antonia Thurner,39,0,0,0,0,0,0,Torwart,home
Spieltag 5,30131,HCD Gröbenzell,Lydia Sölva,89,0,0,0,0,0,0,Torwart,home
Spieltag 5,30131,TV Möglingen,Carina Kalmbach,9,3,0,0,0,2,0,Rückraum Mitte,away
Spieltag 5,30131,TV Möglingen,Jasmina Vrgovcevic,4,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 5,30131,TV Möglingen,Katharina Blum,1,0,0,0,0,0,0,Torwart,away
Spieltag 5,30131,TV Möglingen,Franziska Fischer,2,1,0,0,0,0,0,Kreisläufer,away
Spieltag 5,30131,TV Möglingen,Anna Hauk,5,0,0,0,1,0,0,Rechtsaußen,away
Spieltag 5,30131,TV Möglingen,Sulamith Klein,7,6,1,0,1,1,0,Rückraum Links,away
Spieltag 5,30131,TV Möglingen,Cornelia Langenberg,10,2,0,0,0,0,0,Rechtsaußen,away
Spieltag 5,30131,TV Möglingen,Anne Karpf,11,2,0,0,0,0,0,Kreisläufer,away
Spieltag 5,30131,TV Möglingen,Judith Woerner,13,1,0,0,0,0,0,Rückraum rechts,away
Spieltag 5,30131,TV Möglingen,Sarah Klatte,15,5,0,0,0,0,0,Linksaußen,away
Spieltag 5,30131,TV Möglingen,Franziska Kirsch,21,0,0,0,0,0,0,Linksaußen,away
Spieltag 5,30131,TV Möglingen,Jasmin Schweizer,22,0,0,0,0,0,0,Torwart,away
Spieltag 5,30131,TV Möglingen,Sophie Kübler,24,5,0,0,1,1,0,Rückraum Mitte,away
Spieltag 5,30131,TV Möglingen,Marina Maric,25,4,0,0,0,0,0,Rückraum Mitte,away
Spieltag 5,30137,TSV Wolfschlugen,Miriam Massong,2,0,0,0,0,0,0,Linksaußen,home
Spieltag 5,30137,TSV Wolfschlugen,Jana Lorenz,4,0,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30137,TSV Wolfschlugen,Vanessa Schrag,5,1,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30137,TSV Wolfschlugen,Jasmin Dirmeier,8,3,0,0,0,3,1,Kreisläufer,home
Spieltag 5,30137,TSV Wolfschlugen,Stephanie Frick,9,2,0,0,0,0,0,Linksaußen,home
Spieltag 5,30137,TSV Wolfschlugen,Antonia Amann,10,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 5,30137,TSV Wolfschlugen,Mara Seitzer,11,8,0,0,0,0,0,Rückraum rechts,home
Spieltag 5,30137,TSV Wolfschlugen,Stefanie Ege,12,0,0,0,0,0,0,Torwart,home
Spieltag 5,30137,TSV Wolfschlugen,Leonie Haible,13,0,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30137,TSV Wolfschlugen,Emmelie Beitlich,14,7,5,0,0,1,0,Rechtsaußen,home
Spieltag 5,30137,TSV Wolfschlugen,Melanie Kraiser,18,0,0,0,0,0,0,Torwart,home
Spieltag 5,30137,TSV Wolfschlugen,Harriet Seckinger,22,1,0,0,1,1,0,Rückraum rechts,home
Spieltag 5,30137,TSV Wolfschlugen,Lenya Treusch,27,2,0,0,1,2,0,Rückraum Links,home
Spieltag 5,30137,TSV Wolfschlugen,Sara Karwounopoulos,38,0,0,0,0,1,0,Kreisläufer,home
Spieltag 5,30137,TSV Wolfschlugen,Nina Vollmer,56,2,0,0,1,1,0,Rückraum Mitte,home
Spieltag 5,30137,TSV Wolfschlugen,Sina Stumpp,66,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 5,30137,TuS Metzingen II,Lena Schmid,1,0,0,0,0,0,0,Torwart,away
Spieltag 5,30137,TuS Metzingen II,Meike Becker,17,0,0,0,0,1,0,Kreisläufer,away
Spieltag 5,30137,TuS Metzingen II,Ina Federschmidt,12,0,0,0,0,0,0,Torwart,away
Spieltag 5,30137,TuS Metzingen II,Ramona Rott,7,0,0,0,0,0,0,Linksaußen,away
Spieltag 5,30137,TuS Metzingen II,Rebecca Rott,14,3,0,0,1,0,0,Rückraum Mitte,away
Spieltag 5,30137,TuS Metzingen II,Nina Silva da Costa,13,1,0,0,0,0,0,Rechtsaußen,away
Spieltag 5,30137,TuS Metzingen II,Ronja Slawitsch,16,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 5,30137,TuS Metzingen II,Julia Symanzik,2,0,0,0,0,0,0,Linksaußen,away
Spieltag 5,30137,TuS Metzingen II,Jacqueline Kube,3,1,0,0,0,1,0,Kreisläufer,away
Spieltag 5,30137,TuS Metzingen II,Vivien Natalello,15,1,0,0,0,1,0,Kreisläufer,away
Spieltag 5,30137,TuS Metzingen II,Meike Wurster,18,0,0,0,0,0,0,Linksaußen,away
Spieltag 5,30137,TuS Metzingen II,Katarina Pandza,10,9,3,0,1,0,0,Rückraum Links,away
Spieltag 5,30137,TuS Metzingen II,Hannah Streubel,5,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 5,30137,TuS Metzingen II,Saskia Wagner,11,8,0,0,1,0,0,Rückraum Mitte,away
Spieltag 5,30140,Sportverein Allensbach,Katja Allgaier,44,3,0,0,1,2,0,Rückraum rechts,home
Spieltag 5,30140,Sportverein Allensbach,Katharina Bok,11,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 5,30140,Sportverein Allensbach,Laura Epple,20,0,0,0,0,0,0,Linksaußen,home
Spieltag 5,30140,Sportverein Allensbach,Kimberly Gisa,13,0,0,0,0,0,0,Kreisläufer,home
Spieltag 5,30140,Sportverein Allensbach,Jennifer Grathwohl,2,0,0,0,0,0,0,Kreisläufer,home
Spieltag 5,30140,Sportverein Allensbach,Nadja Greinert,8,4,0,0,0,1,0,Rückraum rechts,home
Spieltag 5,30140,Sportverein Allensbach,Dovile Ilciukaite,88,3,1,0,0,1,0,Rückraum Mitte,home
Spieltag 5,30140,Sportverein Allensbach,Leonie Kuntz,71,0,0,0,0,0,0,Torwart,home
Spieltag 5,30140,Sportverein Allensbach,Sophie Leenen,99,0,0,0,0,0,0,Torwart,home
Spieltag 5,30140,Sportverein Allensbach,Tabea Maier,10,8,0,0,1,1,0,Rückraum Mitte,home
Spieltag 5,30140,Sportverein Allensbach,Hannah Person,3,5,0,0,0,0,0,Linksaußen,home
Spieltag 5,30140,Sportverein Allensbach,Greta Rinkeviciute,21,0,0,0,0,0,0,Linksaußen,home
Spieltag 5,30140,Sportverein Allensbach,Sarah Rothmund,4,4,0,0,1,2,0,Kreisläufer,home
Spieltag 5,30140,Sportverein Allensbach,Leonie Scholl,63,0,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30140,Sportverein Allensbach,Laura Strosack,72,2,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30140,Sportverein Allensbach,Julia Willauer,5,0,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30140,TV Nellingen,Chiara Baur,13,5,1,0,0,0,0,Rückraum Mitte,away
Spieltag 5,30140,TV Nellingen,Laura Dobler,6,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 5,30140,TV Nellingen,Leonie Dreizler,23,4,1,0,0,2,0,Kreisläufer,away
Spieltag 5,30140,TV Nellingen,Sofia Geiß,55,0,0,0,0,0,0,Torwart,away
Spieltag 5,30140,TV Nellingen,Hanna Hojczyk,22,2,0,0,0,0,0,Rückraum Links,away
Spieltag 5,30140,TV Nellingen,Alicia Kiedaisch,5,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 5,30140,TV Nellingen,Marlene Kriessler,19,6,0,0,1,1,0,Rückraum Links,away
Spieltag 5,30140,TV Nellingen,Linda Leukert,11,8,5,0,0,1,0,Rückraum Mitte,away
Spieltag 5,30140,TV Nellingen,Stephanie Lukau,97,0,0,0,0,0,0,Torwart,away
Spieltag 5,30140,TV Nellingen,Caroline Maier,47,1,0,0,1,1,0,Kreisläufer,away
Spieltag 5,30140,TV Nellingen,Leonie Strack,4,0,0,0,0,0,0,Rückraum Links,away
Spieltag 5,30140,TV Nellingen,Larissa Weiß,93,1,0,0,0,1,0,Linksaußen,away
Spieltag 5,30143,ESV 1927 Regensburg,Julia Drachsler,5,1,0,0,0,1,0,Kreisläufer,home
Spieltag 5,30143,ESV 1927 Regensburg,Carina Vetter,6,1,0,0,0,0,0,Rechtsaußen,home
Spieltag 5,30143,ESV 1927 Regensburg,Chiara Zellner,1,0,0,0,0,0,0,Torwart,home
Spieltag 5,30143,ESV 1927 Regensburg,Anna Fuhrmann,3,5,0,0,0,0,0,Rückraum Mitte,home
Spieltag 5,30143,ESV 1927 Regensburg,Dorothee Mooser,4,0,0,0,1,0,0,Kreisläufer,home
Spieltag 5,30143,ESV 1927 Regensburg,Nicole Schiegerl,7,1,0,0,0,0,0,Rückraum rechts,home
Spieltag 5,30143,ESV 1927 Regensburg,Franziska Peter,8,7,3,0,1,0,0,Rückraum rechts,home
Spieltag 5,30143,ESV 1927 Regensburg,Natascha Weber,11,3,0,0,0,0,0,Rückraum Mitte,home
Spieltag 5,30143,ESV 1927 Regensburg,Kristina Hurtova,12,0,0,0,0,0,0,Torwart,home
Spieltag 5,30143,ESV 1927 Regensburg,Amelie Bayerl,23,3,0,0,0,0,0,Rückraum Mitte,home
Spieltag 5,30143,ESV 1927 Regensburg,Sara Mustafic,13,4,0,0,1,0,0,Kreisläufer,home
Spieltag 5,30143,ESV 1927 Regensburg,Andreea Popovici,15,0,0,0,0,0,0,Linksaußen,home
Spieltag 5,30143,ESV 1927 Regensburg,Nicole Lederer,17,1,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30143,ESV 1927 Regensburg,Andrea Vlackowa,25,3,0,0,0,0,0,Rückraum rechts,home
Spieltag 5,30143,ESV 1927 Regensburg,Sophia Peter,18,1,0,0,0,0,0,Linksaußen,home
Spieltag 5,30143,ESV 1927 Regensburg,Annalena Kessler,14,0,0,0,0,0,0,Rechtsaußen,home
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Karen Klöpfer,5,1,0,0,0,0,0,Rückraum Mitte,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Nathalie Droll,8,0,0,0,0,2,0,Rückraum Links,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Fitore Aliu,14,5,0,0,1,0,0,Rechtsaußen,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Karla Höhne,15,9,0,0,0,0,0,Specialist,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Svenja Wunsch,22,0,0,0,0,0,0,Torwart,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Celine Baier,28,2,0,0,0,1,0,Rückraum Links,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Janina Jülg,31,2,0,0,1,0,0,Rechtsaußen,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Anna Bönte,37,1,0,0,0,0,0,Kreisläufer,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Franka Riedl,58,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Verena Keller,59,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Stephanie Elies,63,1,0,0,0,0,0,Rückraum Links,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Janina Horn,65,0,0,0,1,0,0,Kreisläufer,away
Spieltag 5,30143,SG Kappelwindeck/Steinbach,Olivia Blandl,96,0,0,0,0,0,0,Torwart,away
Spieltag 5,30146,ASV Dachau,Laura Cuperus,16,0,0,0,0,0,0,Torwart,home
Spieltag 5,30146,ASV Dachau,Sarah Gramenz,19,7,5,0,0,0,0,Rückraum rechts,home
Spieltag 5,30146,ASV Dachau,Annika Hangleiter,1,0,0,0,0,0,0,Torwart,home
Spieltag 5,30146,ASV Dachau,Charleen Hansen,10,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 5,30146,ASV Dachau,Cornelia Karg,17,2,0,0,0,0,0,Rückraum Mitte,home
Spieltag 5,30146,ASV Dachau,Isabel Kattner,12,3,0,0,1,0,0,Kreisläufer,home
Spieltag 5,30146,ASV Dachau,Verena Kölzer,11,5,4,0,0,0,0,Rückraum rechts,home
Spieltag 5,30146,ASV Dachau,Thedora-Bianca Necula,9,1,1,0,0,0,0,Linksaußen,home
Spieltag 5,30146,ASV Dachau,Anna Rauh,21,1,0,0,0,1,0,Rechtsaußen,home
Spieltag 5,30146,ASV Dachau,Sarah Rocher,13,1,0,0,1,1,0,Kreisläufer,home
Spieltag 5,30146,ASV Dachau,Lisa Schneider,7,0,0,0,0,0,0,Linksaußen,home
Spieltag 5,30146,ASV Dachau,Celina Schwaiger,8,0,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30146,ASV Dachau,Simone Unger,6,2,0,0,0,0,0,Rechtsaußen,home
Spieltag 5,30146,ASV Dachau,Alina Watzlowik,24,2,0,0,0,0,0,Rückraum Links,home
Spieltag 5,30146,ASV Dachau,Sarah Werthmüller,22,3,0,0,1,2,0,Rechtsaußen,home
Spieltag 5,30146,TG 88 Pforzheim,Joana Tamara Spengler,3,0,0,0,0,2,0,Wing Player,away
Spieltag 5,30146,TG 88 Pforzheim,Larissa Maschek,5,0,0,0,1,0,0,Wing Player,away
Spieltag 5,30146,TG 88 Pforzheim,Susanne Dohe,7,2,0,0,0,1,0,Rückraum rechts,away
Spieltag 5,30146,TG 88 Pforzheim,Arijana Pjano,8,0,0,0,1,1,0,Rückraum Links,away
Spieltag 5,30146,TG 88 Pforzheim,Desiree Kolasinac,9,9,2,0,1,1,0,Rückraum Links,away
Spieltag 5,30146,TG 88 Pforzheim,Laura Friedrich,10,4,0,0,0,0,0,Kreisläufer,away
Spieltag 5,30146,TG 88 Pforzheim,Milica Vlahovic,11,10,1,0,0,0,0,Rückraum Mitte,away
Spieltag 5,30146,TG 88 Pforzheim,Jasmin Scheid,16,0,0,0,0,0,0,Torwart,away
Spieltag 5,30146,TG 88 Pforzheim,Sarah Kraus,18,2,0,0,0,0,0,Rückraum Mitte,away
Spieltag 5,30146,TG 88 Pforzheim,Nadine Sauerwald,37,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 5,30146,TG 88 Pforzheim,Kristin Kurz,73,1,0,0,0,0,0,Linksaußen,away
Spieltag 5,30146,TG 88 Pforzheim,Nina Perkovic,86,0,0,0,0,0,0,Rückraum Links,away
Spieltag 5,30146,TG 88 Pforzheim,Janina Spieth,13,0,0,0,0,0,0,Rückraum Links,away
Spieltag 16,30332,SG Schozach-Bottwartal,Anna Asmuth,55,0,0,0,0,0,0,Rechtsaußen,home
Spieltag 16,30332,SG Schozach-Bottwartal,Saskia Benz,13,2,0,0,0,1,0,Rückraum rechts,home
Spieltag 16,30332,SG Schozach-Bottwartal,Jana Brausch,99,0,0,0,0,0,0,Torwart,home
Spieltag 16,30332,SG Schozach-Bottwartal,Tanja Brunn,10,2,0,0,0,0,0,Kreisläufer,home
Spieltag 16,30332,SG Schozach-Bottwartal,Denise Geier,11,4,0,0,1,0,0,Rückraum Links,home
Spieltag 16,30332,SG Schozach-Bottwartal,Feride Günsoy,12,0,0,0,0,0,0,Kreisläufer,home
Spieltag 16,30332,SG Schozach-Bottwartal,Trixi Hanak,6,0,0,0,0,0,0,Rückraum rechts,home
Spieltag 16,30332,SG Schozach-Bottwartal,Svenja Kaufmann,8,0,0,0,0,1,0,Rückraum Mitte,home
Spieltag 16,30332,SG Schozach-Bottwartal,Rena Keller,1,0,0,0,0,0,0,Torwart,home
Spieltag 16,30332,SG Schozach-Bottwartal,Sina Klenk,15,4,3,0,1,1,0,Rückraum rechts,home
Spieltag 16,30332,SG Schozach-Bottwartal,Tabea Kraft,91,0,0,0,0,0,0,Torwart,home
Spieltag 16,30332,SG Schozach-Bottwartal,Eva Lang,18,0,0,0,0,0,0,Linksaußen,home
Spieltag 16,30332,SG Schozach-Bottwartal,Isabel Mangold,21,0,0,0,0,0,0,Rückraum Links,home
Spieltag 16,30332,SG Schozach-Bottwartal,Theresa Müller,7,6,2,0,1,1,0,Rückraum Mitte,home
Spieltag 16,30332,SG Schozach-Bottwartal,Luisa Riek,2,1,0,0,0,2,0,Rechtsaußen,home
Spieltag 16,30332,SG Schozach-Bottwartal,Cinja Wehe,17,2,0,0,0,0,0,Kreisläufer,home
Spieltag 16,30332,TSV Haunstetten,Pauline Driske,25,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 16,30332,TSV Haunstetten,Sabrina Fischer,13,2,0,0,1,2,0,Rechtsaußen,away
Spieltag 16,30332,TSV Haunstetten,Magdalena Frey,12,0,0,0,0,0,0,Torwart,away
Spieltag 16,30332,TSV Haunstetten,Mona Hoffmann,20,3,0,0,1,1,0,Rückraum rechts,away
Spieltag 16,30332,TSV Haunstetten,Patricia Horner,6,3,0,0,0,0,0,Rückraum Mitte,away
Spieltag 16,30332,TSV Haunstetten,Anne Hänsel,19,1,0,0,0,1,0,Rückraum rechts,away
Spieltag 16,30332,TSV Haunstetten,Sarah Irmler,18,6,1,0,0,1,0,Rückraum Links,away
Spieltag 16,30332,TSV Haunstetten,Chiara Joerss,14,2,1,0,0,0,0,Rückraum Links,away
Spieltag 16,30332,TSV Haunstetten,Lena Keßler,15,2,0,0,1,0,0,Linksaußen,away
Spieltag 16,30332,TSV Haunstetten,Daniela Knöpfle,22,0,0,0,0,1,0,Kreisläufer,away
Spieltag 16,30332,TSV Haunstetten,Anne Kurstedt,23,0,0,0,0,0,0,Rückraum Links,away
Spieltag 16,30332,TSV Haunstetten,Anja Niebert,7,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 16,30332,TSV Haunstetten,Selina Schmid,94,0,0,0,0,0,0,Torwart,away
Spieltag 16,30332,TSV Haunstetten,Michelle Schäfer,17,0,0,0,0,0,0,Linksaußen,away
Spieltag 16,30332,TSV Haunstetten,Kiara Spindler,28,0,0,0,0,0,0,Torwart,away
Spieltag 16,30332,TSV Haunstetten,Lea Walter,8,3,0,0,0,0,0,Kreisläufer,away
